kepid,kepoi_name,kepler_name,koi_disposition,koi_prad,koi_period,koi_impact,koi_duration,koi_depth,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag,koi_prad_log
10797460,K00752.01,Kepler-227 b,CONFIRMED,2.26,9.48803557,0.146,2.9575,615.8,793.0,93.59,35.8,5455.0,4.467,0.927,291.93423,48.141651,15.347,1.1817271953786161
10797460,K00752.02,Kepler-227 c,CONFIRMED,2.83,54.4183827,0.586,4.507,874.8,443.0,9.11,25.8,5455.0,4.467,0.927,291.93423,48.141651,15.347,1.3428648031925547
10811496,K00753.01,,CANDIDATE,14.6,19.89913995,0.969,1.7822,10829.0,638.0,39.3,76.3,5853.0,4.544,0.868,297.00482,48.134129,15.436,2.747270914255491
10848459,K00754.01,,FALSE POSITIVE,33.46,1.736952453,1.276,2.40641,8079.2,1395.0,891.96,505.6,5805.0,4.564,0.791,285.53461,48.28521,15.597,3.5397992310997837
10854555,K00755.01,Kepler-664 b,CONFIRMED,2.75,2.525591777,0.701,1.6545,603.3,1406.0,926.16,40.9,6031.0,4.438,1.046,288.75488,48.2262,15.509,1.3217558399823195
10872983,K00756.01,Kepler-228 d,CONFIRMED,3.9,11.09432054,0.538,4.5945,1517.5,835.0,114.81,66.5,6046.0,4.486,0.972,296.28613,48.22467,15.714,1.589235205116581
10872983,K00756.02,Kepler-228 c,CONFIRMED,2.77,4.13443512,0.762,3.1402,686.0,1160.0,427.65,40.2,6046.0,4.486,0.972,296.28613,48.22467,15.714,1.3270750014599193
10872983,K00756.03,Kepler-228 b,CONFIRMED,1.59,2.56658897,0.755,2.429,226.5,1360.0,807.74,15.0,6046.0,4.486,0.972,296.28613,48.22467,15.714,0.9516578757114464
6721123,K00114.01,,FALSE POSITIVE,39.21,7.36178958,1.169,5.022,233.7,1342.0,767.22,47.7,6227.0,3.986,1.958,298.86435,42.151569,12.66,3.6941157209091826
10910878,K00757.01,Kepler-229 c,CONFIRMED,5.76,16.06864674,0.052,3.5347,4914.3,600.0,30.75,161.9,5031.0,4.485,0.848,286.99948,48.37579,15.841,1.9110228900548727
11446443,K00001.01,Kepler-1 b,CONFIRMED,13.04,2.470613377,0.818,1.74319,14231.0,1339.0,761.46,4304.3,5820.0,4.457,0.964,286.80847,49.316399,11.338,2.641910398597665
10666592,K00002.01,Kepler-2 b,CONFIRMED,16.1,2.204735417,0.224,3.88864,6674.7,2048.0,4148.92,5945.9,6440.0,4.019,1.952,292.24728,47.969521,10.463,2.8390784635086144
6922244,K00010.01,Kepler-8 b,CONFIRMED,14.59,3.522498429,0.631,3.19843,9145.7,1521.0,1264.67,1741.5,6225.0,4.169,1.451,281.28812,42.45108,13.563,2.7466296830696852
10984090,K00112.02,Kepler-466 c,CONFIRMED,1.16,3.709214104,0.051,2.6302,131.1,1206.0,500.46,50.6,5833.0,4.407,1.022,295.64871,48.49556,12.772,0.7701082216960736
10419211,K00742.01,,FALSE POSITIVE,150.51,11.521446064,2.483,3.6399,17984.0,753.0,75.88,622.1,5795.0,4.554,0.848,297.07993,47.597401,15.472,5.020651629371744
10464078,K00743.01,,FALSE POSITIVE,7.18,19.40393776,0.804,12.2155,8918.7,523.0,17.69,214.7,5043.0,4.591,0.68,289.25821,47.635319,15.487,2.1016921506146558
10480982,K00744.01,,FALSE POSITIVE,49.29,19.221388942,1.065,4.79843,74284.0,698.0,55.97,2317.0,6117.0,4.496,0.947,295.81454,47.69035,15.341,3.9178062501838733
10485250,K00745.01,,FALSE POSITIVE,7.94,16.46983774,0.292,9.4378,10479.0,595.0,29.61,303.4,5152.0,4.517,0.786,297.15442,47.668701,15.788,2.190535589185423
10526549,K00746.01,Kepler-660 b,CONFIRMED,2.47,9.27358173,0.387,3.2875,1288.3,649.0,41.85,87.2,4856.0,4.583,0.696,288.13824,47.724449,15.302,1.244154593958768
10583066,K00747.01,Kepler-661 b,CONFIRMED,2.85,6.02930329,0.258,1.5821,1912.7,678.0,50.04,65.4,4537.0,4.648,0.672,283.71088,47.86327,15.784,1.3480731482996928
10583180,K00748.01,,FALSE POSITIVE,1.58,2.696370652,0.044,3.6129,397.9,1066.0,305.34,48.2,4989.0,4.504,0.819,283.76547,47.804298,15.269,0.9477893989335261
10601284,K00749.01,Kepler-226 c,CONFIRMED,2.55,5.349553819,0.092,3.0278,831.0,919.0,168.99,60.6,5185.0,4.44,0.91,292.37613,47.880989,15.416,1.2669476034873244
10601284,K00749.02,Kepler-226 b,CONFIRMED,1.7,3.94105221,0.226,2.5984,363.3,1018.0,253.15,28.9,5185.0,4.44,0.91,292.37613,47.880989,15.416,0.9932517730102833
10601284,K00749.03,Kepler-226 d,CONFIRMED,1.3,8.10904807,0.025,3.596,217.4,800.0,97.03,14.1,5185.0,4.44,0.91,292.37613,47.880989,15.416,0.832909122935104
2306756,K00113.01,,FALSE POSITIVE,41.5,386.6030528,0.9765,6.8057,24927.0,297.0,1.84,994.0,5543.0,4.081,1.58,292.27374,37.671558,12.394,3.7495040759303713
10662202,K00750.01,Kepler-662 b,CONFIRMED,2.95,21.67699193,0.896,3.4555,857.2,530.0,18.64,34.3,4954.0,4.5,0.828,290.46512,47.92918,15.377,1.3737155789130306
10682541,K00751.01,Kepler-663 b,CONFIRMED,2.78,4.99677968,0.71,2.1717,934.7,917.0,166.95,28.2,5339.0,4.552,0.847,297.80826,47.946671,15.861,1.3297240096314962
11460018,K00769.01,Kepler-671 b,CONFIRMED,2.3,4.280963604,0.424,2.875,750.8,1012.0,247.87,61.8,5644.0,4.564,0.831,294.26581,49.314091,15.356,1.1939224684724346
11463211,K00770.01,,FALSE POSITIVE,4.53,1.50635409,0.86,1.5155,2211.7,1452.0,1054.12,181.1,5714.0,4.563,0.831,295.66522,49.351009,15.525,1.7101878155342434
11465813,K00771.01,,FALSE POSITIVE,14.14,670.645531,0.701,53.412,18091.0,196.0,0.35,642.7,5520.0,4.466,0.983,296.69861,49.316479,15.207,2.717340248009303
11493732,K00772.01,,FALSE POSITIVE,39.87,61.2563628,1.248,7.633,5123.3,505.0,15.43,85.3,6144.0,4.402,1.091,283.72592,49.479519,15.25,3.7103962975761857
11507101,K00773.01,Kepler-672 b,CONFIRMED,2.82,38.3775486,0.468,5.588,724.2,529.0,18.53,34.7,5481.0,4.369,1.036,291.72202,49.480869,15.172,1.3402504226184837
10910878,K00757.02,Kepler-229 d,CONFIRMED,3.86,41.19725502,0.045,4.6297,2213.9,439.0,8.76,51.2,5031.0,4.485,0.848,286.99948,48.37579,15.841,1.5810384379124023
10910878,K00757.03,Kepler-229 b,CONFIRMED,2.65,6.252962249,0.105,2.5819,1036.9,823.0,108.3,47.1,5031.0,4.485,0.848,286.99948,48.37579,15.841,1.2947271675944
10987985,K00758.01,Kepler-665 b,CONFIRMED,3.1,16.01308419,0.799,3.2554,1121.9,593.0,29.31,33.2,5015.0,4.499,0.826,297.02563,48.478588,15.39,1.410986973710262
11018648,K00759.01,Kepler-230 b,CONFIRMED,3.36,32.62876672,0.021,4.7971,1804.8,506.0,15.55,80.0,5586.0,4.56,0.798,285.71854,48.505859,15.082,1.4724720573609429
11018648,K00759.02,Kepler-230 c,CONFIRMED,2.12,91.7732862,0.606,6.473,652.0,359.0,3.92,19.1,5586.0,4.56,0.798,285.71854,48.505859,15.082,1.1378330018213911
11138155,K00760.01,Kepler-1976 b,CONFIRMED,12.21,4.959319244,0.831,2.22739,9802.0,1103.0,349.4,696.5,5712.0,4.359,1.082,292.16705,48.727589,15.263,2.580974118534234
11152159,K00761.01,,FALSE POSITIVE,6.54,2.701287801,1.016,3.3827,860.4,1222.0,527.81,48.3,5550.0,4.468,0.91,297.92365,48.777321,15.54,2.020222182019865
11153539,K00762.01,Kepler-666 b,CONFIRMED,2.1,4.49876511,0.312,3.7362,460.0,1133.0,389.62,29.5,6075.0,4.486,0.969,298.45685,48.791592,15.395,1.1314021114911006
11242721,K00763.01,,FALSE POSITIVE,12.42,19.651209505,0.723,5.2514,11766.0,730.0,67.03,513.4,6074.0,4.391,1.063,291.0939,48.933842,15.536,2.5967461315435356
9579641,K00115.01,Kepler-105 b,CONFIRMED,2.94,5.412203927,0.787,2.9472,601.6,1093.0,337.68,166.7,5779.0,4.339,1.087,287.88733,46.276241,12.791,1.3711807233098425
11304958,K00764.01,Kepler-667 b,CONFIRMED,5.5,41.43958662,0.355,10.5989,2793.1,516.0,16.72,141.1,5468.0,4.367,1.046,295.55505,49.017342,15.4,1.8718021769015913
11391957,K00765.01,Kepler-668 b,CONFIRMED,2.52,8.35389523,0.023,2.2514,1041.6,790.0,91.9,43.4,5592.0,4.582,0.787,285.49924,49.277351,15.317,1.2584609896100056
11403044,K00766.01,Kepler-669 b,CONFIRMED,4.43,4.125543472,0.597,3.1744,1487.3,1243.0,565.35,128.6,6174.0,4.417,1.103,291.93616,49.253979,15.506,1.691939133945844
11414511,K00767.01,Kepler-670 b,CONFIRMED,12.21,2.816504904,0.105,2.50587,16814.0,1219.0,521.13,1406.8,5532.0,4.452,0.955,297.01547,49.225288,15.052,2.580974118534234
11442465,K00768.01,,FALSE POSITIVE,7.34,33.93373447,0.812,14.561,8503.7,430.0,8.11,236.1,5040.0,4.628,0.705,284.17233,49.360722,15.716,2.1210632163706555
12110942,K00786.01,Kepler-680 b,CONFIRMED,1.89,3.689920099,0.151,2.6557,426.7,1147.0,408.99,35.6,5880.0,4.518,0.917,291.62241,50.61824,15.242,1.0612565021243408
12366084,K00787.01,Kepler-232 b,CONFIRMED,3.25,4.431238488,0.405,3.15,1010.9,1104.0,351.23,71.1,5714.0,4.428,1.015,295.81616,51.121738,15.367,1.4469189829363254
12366084,K00787.02,Kepler-232 c,CONFIRMED,3.95,11.37936986,0.911,2.6255,1023.5,806.0,99.68,37.9,5714.0,4.428,1.015,295.81616,51.121738,15.367,1.599387576580599
12404086,K00788.01,Kepler-681 b,CONFIRMED,3.07,26.39432897,0.602,3.573,1510.9,489.0,13.49,48.2,5129.0,4.595,0.763,289.39972,51.25032,15.234,1.4036429994545037
8395660,K00116.01,Kepler-106 c,CONFIRMED,2.64,13.57078281,0.866,3.3539,511.7,785.0,89.61,88.4,5854.0,4.406,1.012,300.86398,44.337551,12.882,1.2919836816486494
9579641,K00115.02,Kepler-105 c,CONFIRMED,1.79,7.12594387,0.898,3.0014,192.4,997.0,233.31,47.1,5779.0,4.339,1.087,287.88733,46.276241,12.791,1.0260415958332743
11656840,K00774.01,,FALSE POSITIVE,15.03,7.442652004,0.137,2.3078,24446.0,967.0,206.78,835.6,6108.0,4.469,0.956,288.98682,49.733742,15.27,2.7744619666214616
11754553,K00775.01,Kepler-52 c,CONFIRMED,2.0,16.38489988,0.001,3.0249,1127.1,433.0,8.35,28.9,4126.0,4.661,0.615,286.73804,49.97575,15.095,1.0986122886681098
11754553,K00775.02,Kepler-52 b,CONFIRMED,2.16,7.8774163,0.041,2.0805,1306.1,553.0,22.18,38.7,4126.0,4.661,0.615,286.73804,49.97575,15.095,1.1505720275988207
11754553,K00775.03,Kepler-52 d,CONFIRMED,1.99,36.4454001,0.028,4.007,1122.3,332.0,2.88,21.7,4126.0,4.661,0.615,286.73804,49.97575,15.095,1.095273387402595
11812062,K00776.01,Kepler-673 b,CONFIRMED,6.02,3.728732147,0.558,2.683,5226.5,1023.0,258.34,345.2,5497.0,4.577,0.809,290.78574,50.054119,15.523,1.9487632180377197
11818800,K00777.01,,CANDIDATE,7.51,40.4195037,0.911,3.362,6256.0,467.0,11.29,36.9,5446.0,4.507,0.781,294.31686,50.080231,15.487,2.1412419425852827
11853255,K00778.01,Kepler-674 b,CONFIRMED,1.99,2.243380573,0.915,1.1196,821.7,822.0,107.6,38.9,4149.0,4.698,0.564,285.17621,50.149818,15.135,1.095273387402595
11909839,K00779.01,,FALSE POSITIVE,11.23,10.405998015,0.324,6.5036,14489.0,833.0,113.94,745.2,5746.0,4.393,0.924,289.23553,50.241001,15.562,2.503891949699081
11918099,K00780.01,Kepler-675 b,CONFIRMED,2.34,2.337437946,0.28,1.9982,971.2,1070.0,311.16,82.4,5005.0,4.595,0.765,293.83331,50.23035,15.334,1.205970806988609
11918099,K00780.02,,CANDIDATE,19.45,7.2406612,1.198,0.558,556.4,734.0,68.63,13.7,5005.0,4.595,0.765,293.83331,50.23035,15.334,3.017982882488811
9579641,K00115.03,,CANDIDATE,0.55,3.43591631,0.624,3.133,23.2,1272.0,617.61,8.7,5779.0,4.339,1.087,287.88733,46.276241,12.791,0.4382549309311553
11923270,K00781.01,Kepler-676 b,CONFIRMED,2.65,11.59822233,0.679,2.5237,2804.5,396.0,5.82,71.0,3688.0,4.79,0.473,296.22195,50.28722,15.937,1.2947271675944
11960862,K00782.01,Kepler-677 b,CONFIRMED,5.31,6.575315881,0.39,4.3084,2793.3,1015.0,251.38,221.1,5992.0,4.415,0.989,290.09805,50.321609,15.312,1.8421356765531218
12020329,K00783.01,Kepler-678 b,CONFIRMED,4.86,7.275040844,0.547,7.5377,3001.0,833.0,113.64,312.1,5485.0,4.556,0.867,295.45529,50.49456,15.08,1.7681496035889213
12066335,K00784.01,Kepler-231 c,CONFIRMED,1.93,19.27153892,0.031,2.7594,1219.8,393.0,5.66,37.1,4077.0,4.702,0.56,293.97336,50.53191,15.385,1.0750024230289759
12066335,K00784.02,Kepler-231 b,CONFIRMED,1.91,10.06524317,0.628,1.369,1053.3,488.0,13.43,30.3,4077.0,4.702,0.56,293.97336,50.53191,15.385,1.0681530811834012
12070811,K00785.01,Kepler-679 b,CONFIRMED,2.66,12.3935651,0.883,3.8896,916.6,677.0,49.68,35.8,5557.0,4.603,0.75,296.02133,50.56778,15.505,1.297463147413275
8395660,K00116.02,Kepler-106 e,CONFIRMED,2.87,43.84439721,0.852,6.802,615.2,531.0,18.77,83.7,5854.0,4.406,1.012,300.86398,44.337551,12.882,1.3532545070416904
3120431,K00798.01,,FALSE POSITIVE,21.55,3.341913228,1.213,3.813,725.3,1032.0,268.67,39.0,5295.0,4.551,0.811,292.31595,38.27029,15.629,3.1157350659486873
3246984,K00799.01,,FALSE POSITIVE,32.43,1.626630225,1.26,2.1145,1620.6,1547.0,1355.88,103.6,5735.0,4.41,0.973,294.36819,38.31028,15.279,3.509453700432007
3342970,K00800.01,Kepler-234 b,CONFIRMED,3.12,2.711504086,0.023,3.0099,837.5,1420.0,960.79,64.5,6214.0,4.442,1.076,291.65353,38.494659,15.541,1.415853163361435
3342970,K00800.02,Kepler-234 c,CONFIRMED,3.32,7.21203748,0.012,4.0491,950.4,1025.0,260.58,51.5,6214.0,4.442,1.076,291.65353,38.494659,15.541,1.463255402256019
12459725,K00789.01,,FALSE POSITIVE,1.88,14.1798187,0.1601,2.505,459.9,711.0,60.35,11.2,5799.0,4.539,0.878,291.0448,51.321671,15.727,1.0577902941478545
12470844,K00790.01,Kepler-233 b,CONFIRMED,2.59,8.47237911,0.022,2.7245,1123.5,751.0,75.44,47.6,5354.0,4.587,0.788,296.36652,51.319519,15.339,1.2781522025001875
12470844,K00790.02,Kepler-233 c,CONFIRMED,2.36,60.4189369,0.094,5.039,931.3,390.0,5.49,20.1,5354.0,4.587,0.788,296.36652,51.319519,15.339,1.2119409739751128
12644822,K00791.01,Kepler-682 b,CONFIRMED,7.4,12.611904345,0.55,5.1497,6105.6,753.0,76.15,277.2,5795.0,4.508,0.919,289.11221,51.737381,15.14,2.128231705849268
2440757,K00792.01,,FALSE POSITIVE,46.58,1.433769925,1.268,1.8868,1976.3,1920.0,3209.29,112.6,6017.0,4.22,1.339,290.84369,37.728828,15.122,3.8624125048748117
2445129,K00793.01,,FALSE POSITIVE,28.59,10.31872301,1.215,3.836,871.7,876.0,139.26,38.2,5927.0,4.409,1.06,291.84891,37.713501,15.065,3.3874364664121184
2713049,K00794.01,Kepler-683 b,CONFIRMED,2.06,2.539183147,0.238,2.4282,382.1,1332.0,743.09,38.9,5519.0,4.35,1.062,291.43997,37.905659,15.026,1.1184149159642893
3114167,K00795.01,Kepler-684 b,CONFIRMED,2.77,6.770300385,0.838,2.0844,1304.0,812.0,102.87,50.8,5653.0,4.656,0.679,290.87051,38.273628,15.591,1.3270750014599193
3114661,K00796.01,,FALSE POSITIVE,27.51,0.444291966,1.258,2.0792,10967.0,1836.0,2706.26,299.7,5255.0,4.678,0.636,290.99689,38.28492,15.748,3.3502549029245805
3115833,K00797.01,,CANDIDATE,7.73,10.181584004,0.92,3.5089,5741.1,812.0,102.91,183.6,5988.0,4.541,0.836,291.28195,38.241669,15.657,2.166765369851511
4139816,K00812.02,Kepler-235 d,CONFIRMED,1.96,20.06036336,0.556,3.3203,1494.7,361.0,4.0,35.2,3950.0,4.754,0.493,286.07913,39.27832,15.954,1.085189268335969
4139816,K00812.03,Kepler-235 e,CONFIRMED,1.83,46.1842039,0.013,4.758,1394.7,273.0,1.32,26.0,3950.0,4.754,0.493,286.07913,39.27832,15.954,1.0402767116551463
8395660,K00116.04,Kepler-106 d,CONFIRMED,1.31,23.9800854,0.95,5.351,104.0,649.0,41.94,17.1,5854.0,4.406,1.012,300.86398,44.337551,12.882,0.8372475245337022
4139816,K00812.04,Kepler-235 c,CONFIRMED,1.2,7.82502168,0.708,2.186,520.8,494.0,14.05,15.9,3950.0,4.754,0.493,286.07913,39.27832,15.954,0.7884573603642702
4275191,K00813.01,Kepler-688 b,CONFIRMED,7.34,3.895936525,0.524,2.3111,8544.8,1005.0,241.62,370.8,5557.0,4.592,0.774,294.65524,39.308361,15.725,2.1210632163706555
4476123,K00814.01,Kepler-689 b,CONFIRMED,2.32,22.36646466,0.4,5.228,986.8,536.0,19.45,32.1,5395.0,4.615,0.734,294.71063,39.52174,15.583,1.199964782928397
3351888,K00801.01,Kepler-685 b,CONFIRMED,9.73,1.625522174,0.076,2.38963,7969.0,1579.0,1467.41,799.7,5539.0,4.322,1.106,293.87192,38.422939,15.001,2.373043556642607
3453214,K00802.01,,CANDIDATE,13.6,19.620346923,0.458,2.0038,21725.0,643.0,40.39,340.5,5710.0,4.492,0.905,293.81619,38.563568,15.562,2.681021528714291
3554600,K00803.01,,FALSE POSITIVE,17.47,7.544039,1.175,6.222,322.6,838.0,116.46,14.2,5657.0,4.567,0.824,293.94116,38.601101,15.559,2.9161477942111484
3641726,K00804.01,Kepler-1727 b,CONFIRMED,2.57,9.02930689,0.024,3.1449,1019.8,757.0,77.75,53.9,5349.0,4.526,0.82,290.33362,38.72823,15.387,1.2725655957915476
3734868,K00805.01,,FALSE POSITIVE,13.28,10.328035714,0.281,7.7915,16918.0,843.0,119.31,636.8,5627.0,4.359,1.024,287.69675,38.886452,15.646,2.658859956911438
3832474,K00806.01,Kepler-30 d,CONFIRMED,8.9,143.2063047,0.379,8.9302,10566.0,308.0,2.14,138.8,5485.0,4.556,0.867,285.28363,38.947281,15.403,2.2925347571405443
8395660,K00116.03,Kepler-106 b,CONFIRMED,0.79,6.164876,0.646,3.262,55.8,1021.0,256.35,14.4,5854.0,4.406,1.012,300.86398,44.337551,12.882,0.5822156198526637
3832474,K00806.02,Kepler-30 c,CONFIRMED,12.19,60.32494216,0.224,6.6188,20280.0,411.0,6.77,347.2,5485.0,4.556,0.867,285.28363,38.947281,15.403,2.579458966729223
3832474,K00806.03,Kepler-30 b,CONFIRMED,1.91,29.1598615,0.3619,4.803,488.0,524.0,17.85,11.6,5485.0,4.556,0.867,285.28363,38.947281,15.403,1.0681530811834012
3836375,K00807.01,,FALSE POSITIVE,25.69,1.540397253,1.225,2.1541,816.1,1470.0,1105.68,38.8,5663.0,4.53,0.915,286.92639,38.921631,15.974,3.284288963416433
3838486,K00808.01,,FALSE POSITIVE,1.7,2.99025443,0.014,5.414,589.2,918.0,168.45,48.5,4667.0,4.578,0.731,287.74881,38.92955,15.842,0.9932517730102833
3935914,K00809.01,Kepler-686 b,CONFIRMED,11.3,1.594745374,0.514,1.9604,15044.0,1539.0,1329.42,1009.3,5934.0,4.491,0.893,285.21381,39.027481,15.53,2.509599262378372
3940418,K00810.01,Kepler-1728 b,CONFIRMED,2.5,4.783002698,0.003,2.335,1008.7,886.0,145.48,70.6,5170.0,4.574,0.807,287.09399,39.060719,15.119,1.252762968495368
4049131,K00811.01,Kepler-687 b,CONFIRMED,3.41,20.50588921,0.26,4.0595,2105.5,518.0,17.06,78.5,4905.0,4.544,0.761,289.31543,39.153278,15.398,1.4838746894587547
4139816,K00812.01,Kepler-235 b,CONFIRMED,2.03,3.340218842,0.466,1.9104,1632.6,656.0,43.73,71.6,3950.0,4.754,0.493,286.07913,39.27832,15.954,1.1085626195212777
5287983,K00828.01,,FALSE POSITIVE,30.26,2.507089906,1.255,2.0067,1339.2,1326.0,730.47,64.9,5926.0,4.506,0.939,295.37805,40.493401,15.555,3.4423393249933305
5358241,K00829.01,Kepler-53 b,CONFIRMED,3.12,18.64932728,0.08,4.4056,893.6,701.0,57.13,46.1,5775.0,4.405,1.053,290.46176,40.562462,15.386,1.415853163361435
10875245,K00117.02,Kepler-107 c,CONFIRMED,1.7,4.90144976,0.529,4.1654,140.7,1262.0,598.74,50.6,5847.0,4.191,1.402,297.02826,48.208611,12.487,0.9932517730102833
5358241,K00829.02,Kepler-53 d,CONFIRMED,2.76,9.75192101,0.949,4.793,418.0,870.0,135.66,28.5,5775.0,4.405,1.053,290.46176,40.562462,15.386,1.324418957401803
5358241,K00829.03,Kepler-53 c,CONFIRMED,4.02,38.5576546,0.911,5.794,993.0,550.0,21.71,39.7,5775.0,4.405,1.053,290.46176,40.562462,15.386,1.6134299337036377
5358624,K00830.01,Kepler-428 b,CONFIRMED,11.58,3.525632539,0.12,2.59959,22335.0,975.0,213.12,1996.7,5150.0,4.572,0.793,290.58173,40.5774,15.224,2.5321082512722946
4544670,K00815.01,,CANDIDATE,7.61,34.84398644,0.934,2.9315,4523.6,511.0,16.1,76.8,5509.0,4.482,0.871,285.92001,39.624828,15.684,2.152924318439639
4664847,K00816.01,Kepler-690 b,CONFIRMED,5.52,7.748094239,0.517,3.5957,2472.1,964.0,204.39,113.2,5973.0,4.439,1.085,294.4899,39.771439,15.67,1.8748743759385615
4725681,K00817.01,Kepler-236 c,CONFIRMED,1.8,23.96793669,0.416,3.827,1182.3,329.0,2.77,27.5,3747.0,4.728,0.524,283.86639,39.898079,15.414,1.0296194171811581
4725681,K00817.02,Kepler-236 b,CONFIRMED,1.82,8.29561738,0.888,1.3421,824.3,469.0,11.39,17.9,3747.0,4.728,0.524,283.86639,39.898079,15.414,1.0367368849500223
4913852,K00818.01,Kepler-691 b,CONFIRMED,2.1,8.11437482,0.573,2.2736,1558.0,460.0,10.55,56.4,3692.0,4.753,0.517,288.81201,40.033401,15.877,1.1314021114911006
4932348,K00819.01,,FALSE POSITIVE,27.5,38.036729482,0.501,4.34617,82872.0,500.0,14.81,1300.0,5575.0,4.521,0.932,294.14789,40.055538,15.472,3.349904087274605
4936180,K00820.01,,CANDIDATE,30.09,4.64090031,1.28,35.512,2450.6,1155.0,421.08,296.9,6463.0,4.5,0.826,295.11371,40.071171,15.27,3.4368862240706624
11913073,K00011.01,,FALSE POSITIVE,13.65,3.747838198,1.121,5.0642,616.0,1031.0,266.76,138.2,5514.0,4.569,0.826,291.06152,50.265129,13.496,2.6844403354630764
10875245,K00117.01,Kepler-107 e,CONFIRMED,2.89,14.74914825,0.173,6.0995,430.2,874.0,137.91,107.4,5847.0,4.191,1.402,297.02826,48.208611,12.487,1.358409157630355
5021899,K00821.01,Kepler-692 b,CONFIRMED,3.38,21.81295996,0.053,4.3791,1175.4,639.0,39.33,37.8,5601.0,4.41,0.999,294.77686,40.15374,15.54,1.4770487243883548
5077629,K00822.01,,FALSE POSITIVE,10.34,7.91936937,0.733,3.3148,15148.0,814.0,104.0,389.0,5690.0,4.588,0.776,283.53845,40.217999,15.805,2.428336298299606
5115978,K00823.01,,CANDIDATE,72.77,1.028436523,1.5734,1.8606,8098.0,1947.0,3400.48,89.6,6228.0,4.428,0.99,296.00699,40.295429,15.202,4.300952144896211
5164255,K00824.01,Kepler-693 b,CONFIRMED,11.01,15.37562369,0.692,3.3169,15337.0,600.0,30.54,166.0,4986.0,4.496,0.833,283.25354,40.358189,16.422,2.485739636091892
5252423,K00825.01,Kepler-237 c,CONFIRMED,2.11,8.10363271,0.047,3.161,887.9,687.0,52.82,39.3,4861.0,4.574,0.732,283.22141,40.421829,15.289,1.1346227261911428
5252423,K00825.02,Kepler-237 b,CONFIRMED,1.46,4.71510843,0.258,2.506,417.5,823.0,108.84,21.3,4861.0,4.574,0.732,283.22141,40.421829,15.289,0.9001613499442714
5272878,K00826.01,Kepler-694 b,CONFIRMED,2.44,6.365839713,0.524,2.9721,780.7,914.0,165.33,70.8,5776.0,4.554,0.849,291.14951,40.420521,15.09,1.235471471385307
5283542,K00827.01,,FALSE POSITIVE,3.86,5.97581754,0.941,3.065,962.4,1047.0,284.25,50.3,6108.0,4.471,0.997,294.22397,40.417858,15.546,1.5810384379124023
5649215,K00839.01,,FALSE POSITIVE,26.25,2.446737317,1.241,4.7211,1177.9,1261.0,597.19,110.2,5764.0,4.548,0.863,298.96112,40.862808,15.021,3.305053521109253
5651104,K00840.01,Kepler-695 b,CONFIRMED,8.99,3.04033046,0.736,1.8411,10859.0,1021.0,257.29,568.2,5035.0,4.519,0.791,299.3161,40.82238,15.028,2.301584592660462
5792202,K00841.01,Kepler-27 b,CONFIRMED,5.0,15.33528675,0.773,3.897,3081.4,610.0,32.67,86.6,5251.0,4.581,0.817,292.23676,41.08588,15.855,1.791759469228055
10875245,K00117.04,Kepler-107 d,CONFIRMED,1.06,7.95825328,0.706,4.377,50.0,1074.0,314.15,14.7,5847.0,4.191,1.402,297.02826,48.208611,12.487,0.7227059828014898
5792202,K00841.02,Kepler-27 c,CONFIRMED,6.5,31.33046135,0.798,5.176,5073.8,481.0,12.61,117.2,5251.0,4.581,0.817,292.23676,41.08588,15.855,2.0149030205422647
5370302,K00831.01,,FALSE POSITIVE,12.28,3.9043425,0.709,3.831,16228.0,1104.0,351.05,323.4,5810.0,4.526,0.898,294.05676,40.549679,15.016,2.5862591440482876
5372966,K00832.01,,FALSE POSITIVE,17.61,9.286358079,0.377,3.49949,44791.0,796.0,95.03,1671.1,5670.0,4.523,0.821,294.74396,40.53392,15.365,2.9236990706541595
5376067,K00833.01,,FALSE POSITIVE,31.44,3.951405455,1.276,2.1862,2453.9,1133.0,388.71,117.2,6046.0,4.539,0.869,295.50439,40.505489,15.446,3.479392229247212
5436502,K00834.01,Kepler-238 e,CONFIRMED,7.89,23.65369415,0.008,8.2183,3341.8,731.0,67.65,266.3,5739.0,4.191,1.384,287.89713,40.637821,15.084,2.1849270495258133
5436502,K00834.02,Kepler-238 d,CONFIRMED,3.06,13.23352214,0.014,6.7372,504.6,888.0,146.67,49.1,5739.0,4.191,1.384,287.89713,40.637821,15.084,1.4011829736136414
5436502,K00834.03,Kepler-238 c,CONFIRMED,2.32,6.15560285,0.235,4.9843,285.0,1146.0,406.94,35.1,5739.0,4.191,1.384,287.89713,40.637821,15.084,1.199964782928397
5436502,K00834.04,Kepler-238 b,CONFIRMED,1.62,2.090811305,0.746,3.388,115.9,1642.0,1718.04,19.9,5739.0,4.191,1.384,287.89713,40.637821,15.084,0.9631743177730056
10875245,K00117.03,Kepler-107 b,CONFIRMED,1.53,3.180027898,0.196,3.5797,120.3,1458.0,1066.86,50.4,5847.0,4.191,1.402,297.02826,48.208611,12.487,0.9282193027394289
5436502,K00834.05,Kepler-238 f,CONFIRMED,2.67,50.4467417,0.379,7.159,370.3,568.0,24.64,19.4,5739.0,4.191,1.384,287.89713,40.637821,15.084,1.3001916620664788
