kepid,kepoi_name,kepler_name,koi_disposition,koi_prad,koi_period,koi_impact,koi_duration,koi_depth,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag,koi_prad_log
11506235,K07454.01,,FALSE POSITIVE,35.03,20.413052415,0.777,4.4621,92672.0,668.0,47.14,1620.8,5941.0,4.487,0.963,291.30069,49.495689,14.874,3.5843519247600018
11551652,K07455.01,,CANDIDATE,2.44,3.773744,0.9606,15.2,85.2,2001.0,3791.11,5.7,7302.0,3.965,2.069,287.57501,49.551167,11.419,1.235471471385307
11560382,K07456.01,,FALSE POSITIVE,0.79,0.527679032,0.284,1.395,84.1,2115.0,4714.94,14.8,5799.0,4.548,0.86,292.53864,49.538761,15.356,0.5822156198526637
11560431,K07457.01,,FALSE POSITIVE,0.42,0.527673075,0.134,1.3693,26.1,1970.0,3535.35,2.3,5367.0,4.514,0.828,292.56583,49.535721,9.694,0.3506568716131694
2438062,K06271.01,,FALSE POSITIVE,44.35,2.44295727,1.242,4.0656,15298.0,1352.0,788.17,85.5,5780.0,4.438,1.0,290.27707,37.791946,16.389,3.814410176561146
2438517,K06272.01,,FALSE POSITIVE,1.27,3.31587688,0.688,3.152,185.6,1097.0,342.77,11.4,5385.0,4.476,0.875,290.32913,37.763889,15.539,0.8197798314933114
2442084,K06273.01,,FALSE POSITIVE,32.57,49.788613011,0.753,7.41807,219220.0,271.0,1.28,1566.8,3892.0,4.708,0.542,291.1601,37.761101,15.591,3.5136328109919437
2449245,K06274.01,,CANDIDATE,1.5,18.1772927,0.039,4.703,213.1,737.0,69.62,7.9,6158.0,4.455,1.026,292.73026,37.787182,15.324,0.9162907318741551
2450716,K06275.01,,FALSE POSITIVE,0.6,1.38607973,0.0198,8.7,64.6,1356.0,798.8,2.8,5261.0,4.562,0.768,293.07098,37.710899,14.132,0.4700036292457356
2557350,K06276.01,,CANDIDATE,0.64,3.09872834,0.133,1.89,248.0,579.0,26.6,10.1,3628.0,4.842,0.41,286.81915,37.859009,15.87,0.49469624183610705
2557430,K06277.01,,FALSE POSITIVE,72.32,0.648868342,1.172,2.82428,34770.0,2882.0,16368.52,477.0,6531.0,4.12,1.524,286.84528,37.815891,11.471,4.294833422971505
2568971,K06278.01,,FALSE POSITIVE,46.02,5.088582739,1.195,7.6066,448.9,1786.0,2400.3,40.3,7514.0,4.052,1.955,290.10883,37.845211,13.18,3.8505730431119236
4284147,K06402.01,,FALSE POSITIVE,,1.1611022,,2.48,,,5175.96,,,,,296.48584,39.312611,15.742,
4349935,K06403.01,,FALSE POSITIVE,0.81,0.792023257,0.205,3.2604,176.6,1300.0,678.05,49.6,4447.0,4.632,0.625,286.82983,39.469559,14.498,0.5933268452777344
4352168,K06404.01,,FALSE POSITIVE,47.87,10.643743766,0.353,6.29783,436510.0,675.0,49.06,3167.9,5282.0,4.578,0.694,287.71497,39.442711,14.343,3.8891637112820634
4356621,K06405.01,,FALSE POSITIVE,1.19,1.7317958,0.445,2.924,60.6,1825.0,2628.3,10.5,5691.0,4.095,1.508,289.20514,39.468441,15.019,0.7839015438284094
4357985,K06406.01,,FALSE POSITIVE,1.36,8.65298599,0.529,1.549,313.8,734.0,68.48,12.4,5210.0,4.538,0.749,289.60037,39.431709,15.415,0.8586616190375187
4367544,K06407.01,,FALSE POSITIVE,14.94,1.19563447,0.861,5.3934,8245.0,1988.0,3686.75,105.8,5583.0,4.115,1.413,292.28394,39.4571,14.327,2.768831673362069
4372410,K06408.01,,FALSE POSITIVE,1.93,0.550537628,0.516,1.216,72.0,4181.0,71798.87,4.9,8098.0,4.013,2.199,293.52682,39.404831,11.456,1.0750024230289759
4372620,K06409.01,,CANDIDATE,2.42,19.9310602,0.0766,8.48,97.9,960.0,201.01,14.2,5500.0,3.775,2.491,293.5787,39.447979,13.37,1.2296405510745139
4372961,K06410.01,,FALSE POSITIVE,50.25,2.53470797,1.187,20.143,328.2,2117.0,4744.68,99.5,6440.0,3.874,2.254,293.66101,39.411629,13.92,3.9367156180185177
5119143,K06527.01,,FALSE POSITIVE,2.92,0.530799654,0.0126,3.487,318.5,3102.0,21896.26,12.5,6534.0,4.128,1.622,296.68451,40.290588,12.328,1.366091653802371
5125048,K06528.01,,FALSE POSITIVE,,0.56818769,,2.0,,,17741.94,,,,,298.02026,40.265659,11.941,
5126627,K06529.01,,FALSE POSITIVE,,1.0094779,,3.72,,,2573.87,,,,,298.39581,40.25948,13.965,
5130890,K06530.01,,FALSE POSITIVE,,0.91057795,,2.73,,,,,,,,299.24683,40.29866,11.965,
5164794,K06531.01,,FALSE POSITIVE,2.49,1.0429419,0.922,7.22,412.0,1795.0,2448.03,40.9,5780.0,4.438,1.0,283.48358,40.324066,11.51,1.2499017362143359
5171707,K06532.01,,CANDIDATE,1.36,0.813998812,0.045,0.675,183.4,1933.0,3285.52,13.7,5705.0,4.424,0.989,286.74857,40.36544,15.567,0.8586616190375187
5172274,K06533.01,,FALSE POSITIVE,9.08,6.12650913,0.919,15.43,2434.0,1370.0,832.67,3.1,6881.0,4.252,1.534,286.97809,40.302078,12.625,2.3105532626432224
5174492,K06534.01,,FALSE POSITIVE,1.95,0.720589427,0.64,4.329,70.0,3927.0,56448.93,1.7,8497.0,4.07,2.211,287.88882,40.386768,12.051,1.0818051703517284
6068947,K06661.01,,FALSE POSITIVE,9.97,0.573036404,0.9279,1.3176,4174.5,2376.0,7539.67,419.6,5745.0,4.29,1.196,298.74298,41.386292,13.302,2.395164274287139
6103049,K06662.01,,FALSE POSITIVE,54.03,0.643171495,1.214,2.31285,41160.0,2193.0,5486.36,641.4,5899.0,4.387,0.989,283.76822,41.44112,15.147,4.007878491071668
6109688,K06663.01,,FALSE POSITIVE,65.6,14.086776961,0.603,10.1279,106840.0,1197.0,485.09,1856.9,7138.0,4.062,1.89,286.91357,41.48151,12.271,4.198704577546343
6111011,K06664.01,,CANDIDATE,0.93,14.7639145,0.016,3.14,162.5,632.0,37.74,7.7,5541.0,4.613,0.733,287.46738,41.47163,15.559,0.6575200029167941
6128141,K06665.01,,FALSE POSITIVE,31.43,1.872620976,1.242,1.7626,1530.6,1550.0,1362.23,181.9,6031.0,4.427,1.004,293.25287,41.426319,14.337,3.4790839203192268
6128245,K06666.01,,CANDIDATE,0.75,1.118510435,0.251,1.111,72.7,1684.0,1898.51,9.9,5918.0,4.544,0.865,293.2793,41.403679,14.796,0.5596157879354227
6131659,K06667.01,,FALSE POSITIVE,49.36,17.527826808,0.567,5.78491,347520.0,554.0,22.31,2450.1,5079.0,4.579,0.732,294.27908,41.436901,12.534,3.9191972091761462
6146838,K06668.01,,FALSE POSITIVE,38.87,27.467217305,1.076,4.17961,71766.0,527.0,18.22,1986.1,5503.0,4.536,0.742,297.91599,41.485641,13.182,3.6856241613932634
6950275,K06796.01,,FALSE POSITIVE,3.35,40.879068,0.988,6.562,499.2,533.0,19.12,12.2,6072.0,4.51,0.923,292.34671,42.402939,15.823,1.4701758451005926
6953219,K06797.01,,FALSE POSITIVE,1.4,0.566802325,0.3857,1.842,288.4,1889.0,3012.0,70.3,5233.0,4.489,0.824,293.24902,42.446621,14.905,0.8754687373538999
6956176,K06798.01,,CANDIDATE,3.56,2.64185268,0.199,1.76,149.8,2104.0,4636.69,7.9,5195.0,3.409,2.935,294.07739,42.402241,13.533,1.5173226235262949
6962018,K06799.01,,FALSE POSITIVE,52.75,0.634946497,0.442,2.40541,426550.0,1475.0,1123.92,541.4,4446.0,4.567,0.737,295.54373,42.428429,14.791,3.984343667007772
6965293,K06800.01,,FALSE POSITIVE,54.93,5.077746556,1.211,3.1718,18837.0,1274.0,622.32,616.9,6174.0,4.235,1.271,296.31641,42.43351,12.847,4.024100908833496
6967430,K06801.01,,FALSE POSITIVE,0.67,2.00383703,0.268,3.473,42.3,1518.0,1256.78,10.5,6045.0,4.439,1.028,296.80319,42.47797,14.467,0.5128236264286639
7009828,K06802.01,,FALSE POSITIVE,40.62,5.321224925,1.003,7.48973,98872.0,958.0,199.25,1203.4,5787.0,4.544,0.758,282.42773,42.593639,15.013,3.7285808209654885
7025851,K06803.01,,FALSE POSITIVE,69.55,2.340534383,0.71,4.43017,241360.0,1581.0,1476.77,881.5,6300.0,4.349,1.136,289.35959,42.530239,14.39,4.256321678298823
7870250,K06926.01,,FALSE POSITIVE,0.75,0.580724809,0.292,1.82,64.2,2191.0,5418.89,16.9,5989.0,4.492,0.933,282.15744,43.689152,14.569,0.5596157879354227
7871395,K06927.01,,FALSE POSITIVE,,501.07647447,,3.21,,,,,,,,282.83334,43.600689,14.795,
7885518,K06928.01,,FALSE POSITIVE,0.69,1.72933255,0.586,3.631,29.7,1745.0,2196.53,17.1,5921.0,4.22,1.211,289.9574,43.657429,13.07,0.5247285289349821
7885570,K06929.01,,FALSE POSITIVE,139.36,1.729338354,0.887,6.8524,140160.0,2230.0,5838.68,379.7,5587.0,3.754,2.553,289.97372,43.653809,11.679,4.944210550715014
7886329,K06930.01,,FALSE POSITIVE,65.47,0.567493852,1.275,1.35349,7984.0,3024.0,19665.18,1219.8,6370.0,4.053,1.548,290.23407,43.66206,13.205,4.19675071805349
7902204,K06931.01,,CANDIDATE,1.2,2.54031121,0.295,1.83,173.3,1268.0,611.31,10.1,5778.0,4.531,0.911,295.50229,43.609871,15.921,0.7884573603642702
7919653,K06932.01,,FALSE POSITIVE,75.1,2.105238039,0.83,5.23595,94675.0,1966.0,3523.25,1071.9,5947.0,3.943,1.885,299.93735,43.627129,13.796,4.33204826486764
7938468,K06933.01,,FALSE POSITIVE,237.79,7.226944171,1.233,23.0124,682180.0,1179.0,457.25,3076.6,6270.0,4.199,1.36,281.94336,43.728588,13.27,5.475584504594719
8560861,K07059.01,,FALSE POSITIVE,272.44,31.973311701,1.35,13.2105,75054.0,1289.0,652.01,1554.1,7854.0,3.669,3.462,292.1394,44.672741,8.5,5.6110822193672805
8565900,K07060.01,,FALSE POSITIVE,,1.64125844,,4.51,,,698.68,,,,,294.10526,44.615269,14.97,
8566113,K07061.01,,CANDIDATE,4.91,1.371587993,0.9829,12.901,456.1,2413.0,8016.36,43.3,7045.0,4.154,1.604,294.20145,44.639839,13.104,1.776645831418007
8569819,K07062.01,,FALSE POSITIVE,2912.48,20.849919614,13.715,13.7687,313090.0,1099.0,345.25,1614.7,7355.0,4.042,1.984,295.4758,44.62149,13.04,7.977103521963721
8574270,K07063.01,,FALSE POSITIVE,33.11,15.120212531,1.199,3.50007,24616.0,605.0,31.61,928.2,5232.0,4.554,0.725,296.82111,44.67598,15.166,3.5295905964305545
8581658,K07064.01,,FALSE POSITIVE,78.24,3.481657589,0.245,4.75315,347010.0,1485.0,1151.7,7428.7,6225.0,4.191,1.291,298.68329,44.63681,13.396,4.37248122183035
8590527,K07065.01,,FALSE POSITIVE,82.29,0.739769962,1.212,1.95901,20729.0,3013.0,19590.61,726.2,6465.0,3.947,1.847,301.04822,44.603031,11.634,4.42232849394725
8604993,K07066.01,,FALSE POSITIVE,33.99,6.570421193,0.939,4.4698,60118.0,946.0,189.25,712.6,5812.0,4.484,0.908,282.23996,44.73114,15.299,3.5550623063795967
8608490,K07067.01,,FALSE POSITIVE,125.64,0.541405029,0.641,2.7481,327660.0,2679.0,12266.51,541.2,5096.0,3.889,1.782,284.16718,44.779369,14.771,4.841348415572757
9579789,K07193.01,,FALSE POSITIVE,0.92,2.17814186,0.012,1.988,127.7,1174.0,447.79,11.2,5101.0,4.506,0.84,287.97546,46.289631,15.458,0.6523251860396903
9581498,K07194.01,,FALSE POSITIVE,,10.54884842,,1.17,,,,,,,,288.92041,46.221142,14.184,
9588862,K07195.01,,CANDIDATE,1.0,5.89773974,0.1566,2.243,77.9,1150.0,414.11,8.1,6300.0,4.371,1.126,292.15543,46.204529,14.742,0.6931471805599453
9592855,K07196.01,,FALSE POSITIVE,110.14,0.609662423,0.799,4.24033,140920.0,3834.0,51214.99,3250.1,7498.0,3.964,2.274,293.77014,46.23658,12.216,4.710790667851775
9596064,K07197.01,,CANDIDATE,1.46,1.74145041,0.33,1.712,370.6,1234.0,547.5,10.9,5238.0,4.598,0.764,294.95062,46.242149,16.269,0.9001613499442714
9596187,K07198.01,,FALSE POSITIVE,35.67,0.953299962,1.267,1.69478,2236.6,2011.0,3850.25,298.0,6183.0,4.407,1.02,294.99121,46.223572,14.538,3.6019589820832345
9596892,K07199.01,,CANDIDATE,774.73,20.2944118,8.7053,0.357,453.9,648.0,41.69,5.6,5865.0,4.518,0.918,295.25565,46.2164,15.919,6.653804521494369
9597095,K07200.01,,FALSE POSITIVE,47.22,2.745640575,1.117,3.04508,45265.0,1300.0,673.9,918.0,5780.0,4.438,1.0,295.32855,46.268375,15.945,3.875773872753025
10450504,K07327.01,,CANDIDATE,1.88,17.9908273,0.129,1.436,660.0,541.0,20.29,10.9,4918.0,4.546,0.752,282.15787,47.686531,15.864,1.0577902941478545
10454401,K07328.01,,FALSE POSITIVE,63.25,12.180721266,0.479,4.15602,414950.0,742.0,71.88,1809.8,5750.0,4.538,0.882,284.31717,47.678638,15.386,4.162781723775329
10462826,K07329.01,,FALSE POSITIVE,52.88,50.467024395,0.973,8.96181,103140.0,523.0,17.63,1435.1,6137.0,4.448,1.012,288.67477,47.636028,14.884,3.986759351542163
10464199,K07330.01,,CANDIDATE,1.09,198.11309,0.1542,15.59,53.3,399.0,5.96,8.3,6163.0,4.144,1.486,289.32047,47.632446,11.909,0.7371640659767197
10468514,K07331.01,,FALSE POSITIVE,67.45,0.84986054,1.26,1.3875,6571.5,2260.0,6185.9,100.1,5164.0,3.949,1.676,291.10974,47.61549,14.319,4.226103551734458
10471113,K07332.01,,FALSE POSITIVE,0.85,0.933728196,0.015,3.441,67.7,2006.0,3826.49,13.3,6170.0,4.43,1.032,292.16614,47.612251,15.317,0.6151856390902334
10481054,K07333.01,,FALSE POSITIVE,0.9,2.03742712,0.791,3.939,36.0,1812.0,2550.21,11.4,6356.0,4.215,1.358,295.84448,47.652119,13.929,0.6418538861723948
10486425,K07334.01,,FALSE POSITIVE,100.89,5.274819905,0.99,4.6688,108960.0,1646.0,1733.91,902.5,7247.0,4.111,1.834,297.47675,47.658981,12.465,4.6238937999861935
11560447,K07458.01,,FALSE POSITIVE,75.31,0.527678272,0.385,2.33166,247740.0,2551.0,9989.53,706.1,5321.0,4.069,1.475,292.57596,49.5257,10.834,4.334803991301542
11601357,K07459.01,,FALSE POSITIVE,1.15,3.55027051,0.022,1.879,212.7,1036.0,272.61,7.6,5497.0,4.581,0.8,286.30902,49.623871,15.81,0.7654678421395714
11602794,K07460.01,,CANDIDATE,1.58,5.70509519,0.469,1.58,283.6,947.0,189.8,9.2,5455.0,4.448,0.927,287.31912,49.65699,15.597,0.9477893989335261
11615481,K07461.01,,FALSE POSITIVE,59.22,65.4317194,0.885,12.2384,153410.0,490.0,13.58,1146.6,6201.0,4.431,1.04,294.25418,49.695839,15.54,4.0980045230535875
11616200,K07462.01,,FALSE POSITIVE,39.08,1.718649321,0.421,3.94095,190570.0,1499.0,1194.16,833.4,6071.0,4.541,0.865,294.57288,49.668442,13.51,3.6908774567766094
11616631,K07463.01,,FALSE POSITIVE,11.67,7.2949175,1.132,41.04,182.8,763.0,79.99,18.9,5289.0,4.614,0.731,294.76575,49.664719,15.848,2.5392369943330477
11616663,K07464.01,,FALSE POSITIVE,17.41,7.2935801,1.157,40.02,124.5,925.0,173.44,26.6,5900.0,4.509,0.951,294.77649,49.65601,14.973,2.9128939952449864
11618798,K07465.01,,FALSE POSITIVE,1.84,42.9261364,0.2964,2.578,378.4,490.0,13.65,8.6,5628.0,4.503,0.953,295.65591,49.609348,15.395,1.0438040521731147
2570505,K06279.01,,FALSE POSITIVE,0.42,1.89129338,0.373,5.677,33.8,1152.0,416.87,15.1,4986.0,4.558,0.733,290.28955,37.888168,13.558,0.3506568716131694
2570767,K06280.01,,FALSE POSITIVE,1.19,1.89124453,0.734,5.08,31.0,2200.0,5537.41,19.4,5850.0,3.72,1.977,290.33002,37.891029,12.76,0.7839015438284094
2571075,K06281.01,,FALSE POSITIVE,0.92,1.89134201,0.2376,4.674,128.9,1325.0,729.42,8.9,5658.0,4.567,0.815,290.38739,37.82029,15.799,0.6523251860396903
2576692,K06282.01,,FALSE POSITIVE,110.85,87.87826191,0.585,12.8138,339060.0,530.0,18.65,1974.6,5784.0,3.985,1.642,291.64301,37.814259,12.744,4.717158687936139
2580872,K06283.01,,FALSE POSITIVE,57.95,15.926632768,0.672,7.42888,271860.0,670.0,47.68,2278.9,5496.0,4.471,0.917,292.52859,37.81002,14.88,4.07668962698338
2583777,K06284.01,,FALSE POSITIVE,49.16,0.958116585,1.275,2.3496,2374.1,2271.0,6312.99,296.0,6032.0,4.147,1.365,293.16727,37.841389,12.735,3.9152178963246653
2693092,K06285.01,,FALSE POSITIVE,116.52,39.841522897,0.902,8.79024,143680.0,765.0,80.93,4421.6,6078.0,3.946,2.07,285.90485,37.928089,12.003,4.7666085318656215
2708156,K06286.01,,FALSE POSITIVE,399.93,1.891268461,0.183,8.24958,641910.0,5047.0,153163.32,4211.8,11287.0,3.642,4.662,290.28711,37.936508,10.672,5.99378684847755
2708172,K06287.01,,FALSE POSITIVE,6.57,1.89114441,1.088,8.724,49.9,932.0,177.97,16.7,4267.0,4.637,0.627,290.29175,37.981079,13.814,2.0241930674493576
4375101,K06411.01,,FALSE POSITIVE,54.72,61.25964956,0.741,12.1777,233260.0,447.0,9.45,880.3,5912.0,4.532,0.889,294.15329,39.464279,15.518,4.020339148911605
4380283,K06412.01,,FALSE POSITIVE,67.08,0.872359598,0.686,3.74512,267050.0,2112.0,4703.58,1063.2,6240.0,4.391,1.048,295.319,39.480049,14.742,4.220683484265119
4384793,K06413.01,,FALSE POSITIVE,243.21,374.318792,0.8507,5.96,1541400.0,241.0,0.79,10.3,5997.0,4.572,0.815,296.20227,39.40519,15.369,5.4980285108791245
4445630,K06414.01,,FALSE POSITIVE,81.61,5.627911313,0.464,7.08223,434330.0,1167.0,438.81,2890.7,6280.0,4.361,1.115,285.06241,39.57439,13.858,4.414130738574414
4446411,K06415.01,,FALSE POSITIVE,4.64,0.62927655,0.98,0.9698,839.5,2102.0,4624.3,30.9,5628.0,4.388,0.976,285.41,39.52837,14.027,1.7298840655099674
4454219,K06416.01,,FALSE POSITIVE,53.32,1.22578134,0.985,2.235,99376.0,1701.0,1973.12,86.8,5780.0,4.438,1.0,288.56314,39.541649,17.431,3.9948924832504407
4456622,K06417.01,,FALSE POSITIVE,41.48,0.751408792,1.242,2.2974,17481.0,1926.0,3241.36,267.3,5697.0,4.46,0.903,289.32434,39.582581,15.596,3.749033376933683
4482738,K06418.01,,FALSE POSITIVE,6.85,0.866344816,0.318,1.9188,233.6,3569.0,38575.44,46.5,4936.0,3.055,4.527,296.13901,39.579632,12.945,2.060513531794317
4484312,K06419.01,,FALSE POSITIVE,0.75,2.24294107,0.23,2.532,39.4,1654.0,1763.55,12.1,6082.0,4.195,1.184,296.45139,39.59166,13.182,0.5596157879354227
5174920,K06535.01,,FALSE POSITIVE,1.35,0.950487062,0.907,2.9283,11.5,4231.0,75637.15,15.4,8107.0,3.698,3.385,288.05316,40.369499,11.633,0.8544153281560676
5181455,K06536.01,,FALSE POSITIVE,90.32,5.579631021,1.323,3.38646,118320.0,1108.0,356.56,1268.7,6188.0,4.427,1.022,290.14093,40.319141,15.473,4.514369821661595
5193386,K06537.01,,FALSE POSITIVE,97.23,21.37831102,0.257,21.7174,80571.0,1062.0,300.32,852.2,4905.0,3.3,3.484,293.66013,40.364208,13.998,4.5873116676867784
5193439,K06538.01,,CANDIDATE,1.45,129.847318,0.004,13.057,198.4,385.0,5.22,11.1,6133.0,4.427,1.032,293.67682,40.334068,14.52,0.8960880245566356
5196851,K06539.01,,FALSE POSITIVE,2.04,0.541396363,0.0783,2.384,181.0,3204.0,24909.05,20.4,7118.0,4.212,1.489,294.54105,40.308029,12.509,1.1118575154181303
5199978,K06540.01,,FALSE POSITIVE,5.02,0.550509602,0.386,1.1836,123.5,3938.0,56796.99,24.0,4891.0,3.169,4.529,295.31302,40.352341,13.355,1.7950872593207297
5211470,K06541.01,,FALSE POSITIVE,888.7,2.404293523,1.364,4.4649,8150.9,4178.0,71976.93,471.2,4697.0,2.204,17.032,297.70847,40.30759,13.094,6.790884327250722
5215508,K06542.01,,CANDIDATE,,0.8867443,,3.16,,,,,,,,298.49994,40.333672,11.27,
6147573,K06669.01,,FALSE POSITIVE,50.72,25.836831272,0.899,6.32201,145040.0,587.0,28.08,3016.9,5691.0,4.477,0.897,298.07883,41.484268,13.347,3.945844553903657
6152521,K06670.01,,FALSE POSITIVE,2.51,0.94895231,0.738,3.952,57.7,3464.0,33931.93,18.1,6661.0,3.666,3.067,299.12161,41.42445,12.669,1.2556160374777743
6185717,K06671.01,,FALSE POSITIVE,57.95,11.702203927,0.967,2.75173,28999.0,1240.0,560.24,2184.7,6148.0,3.793,2.133,284.46127,41.56179,13.393,4.07668962698338
6187508,K06672.01,,CANDIDATE,1.0,2.28494301,0.013,1.01,161.8,1180.0,458.39,10.6,5396.0,4.571,0.789,285.33963,41.539749,15.181,0.6931471805599453
6205460,K06673.01,,FALSE POSITIVE,90.36,3.722775537,0.626,14.3309,107590.0,1731.0,2125.53,864.9,5425.0,3.678,2.592,291.98026,41.559422,12.746,4.5148077459077
6206751,K06674.01,,FALSE POSITIVE,90.34,1.245342215,0.728,4.40308,234090.0,2341.0,7120.27,1178.5,6967.0,4.25,1.476,292.40631,41.513039,12.142,4.514588807756853
6207053,K06675.01,,FALSE POSITIVE,1.29,0.604755462,0.039,1.3741,334.5,1598.0,1534.24,40.3,4842.0,4.616,0.726,292.5015,41.549061,15.553,0.8285518175661483
6209225,K06676.01,,CANDIDATE,1.81,439.21978,0.2863,9.392,342.3,266.0,1.18,10.3,6553.0,4.479,0.962,293.16168,41.538158,13.993,1.0331844833456545
6220470,K06677.01,,FALSE POSITIVE,56.52,8.144135648,0.222,8.88876,87881.0,1491.0,1169.67,6113.7,7605.0,4.123,1.862,296.15887,41.516541,13.96,4.052132713412791
7031132,K06804.01,,FALSE POSITIVE,0.35,0.566795196,0.227,2.18,14.8,2066.0,4277.24,13.1,5680.0,4.516,0.908,290.98767,42.53167,12.818,0.3001045924503381
7031732,K06805.01,,FALSE POSITIVE,0.52,0.566798827,0.25,3.662,34.9,2045.0,4154.8,21.9,5548.0,4.473,0.889,291.18863,42.59071,13.656,0.41871033485818504
7031767,K06806.01,,FALSE POSITIVE,0.49,0.56678012,0.492,3.257,27.6,2073.0,4352.1,13.5,5674.0,4.506,0.911,291.20343,42.526718,14.311,0.3987761199573678
7031948,K06807.01,,FALSE POSITIVE,0.58,0.566800113,0.751,3.315,104.0,1180.0,455.05,18.1,3844.0,4.721,0.526,291.26016,42.584019,15.765,0.4574248470388754
7031992,K06808.01,,FALSE POSITIVE,0.86,0.56679293,0.18,3.814,101.1,2064.0,4264.42,22.1,5812.0,4.551,0.853,291.27606,42.593521,15.787,0.6205764877251099
7032117,K06809.01,,FALSE POSITIVE,0.55,0.566809491,0.484,3.156,69.5,1656.0,1790.3,21.0,4987.0,4.611,0.654,291.3194,42.5495,14.873,0.4382549309311553
7032174,K06810.01,,FALSE POSITIVE,0.79,0.566799218,0.6858,4.227,18.2,3153.0,23364.03,19.2,6108.0,3.893,1.753,291.3367,42.53442,11.983,0.5822156198526637
7032383,K06811.01,,FALSE POSITIVE,0.64,0.566797404,0.119,4.109,69.4,1890.0,2993.84,18.8,5313.0,4.51,0.784,291.40652,42.582218,15.354,0.49469624183610705
7939761,K06934.01,,CANDIDATE,2.16,22.2548897,0.239,13.454,83.8,899.0,154.4,11.8,5349.0,3.76,2.388,282.67258,43.788311,14.156,1.1505720275988207
7943535,K06935.01,,FALSE POSITIVE,91.91,4.719336335,1.269,2.83787,12367.0,1722.0,2078.32,632.4,6792.0,3.971,2.058,284.56271,43.774261,12.672,4.531631282653221
7947631,K06936.01,,FALSE POSITIVE,25.98,1.258274109,1.244,1.92467,14160.0,1207.0,502.19,669.1,4937.0,4.669,0.587,286.76498,43.796329,15.179,3.2950958507796098
7950775,K06937.01,,FALSE POSITIVE,56.94,8.966610607,1.101,4.01883,59618.0,1038.0,274.04,2049.1,6480.0,4.351,1.132,288.32407,43.763329,13.478,4.059407992341204
7955301,K06938.01,,FALSE POSITIVE,291.01,15.32763411,1.204,6.0662,17749.0,1472.0,1108.58,117.0,4830.0,2.987,6.784,290.18625,43.72385,12.672,5.676788048257223
7960295,K06939.01,,FALSE POSITIVE,67.03,2.10413487,0.611,4.2269,321240.0,1421.0,963.4,86.4,5780.0,4.438,1.0,291.89343,43.730251,19.485,4.219948784356969
7960547,K06940.01,,FALSE POSITIVE,52.84,6.767341062,0.724,4.49213,244950.0,933.0,178.98,3356.8,5926.0,4.513,0.843,291.99203,43.7668,14.143,3.9860166853364722
7967100,K06941.01,,FALSE POSITIVE,45.99,1.92730001,1.285,18.812,6177.1,1614.0,1605.97,351.1,6057.0,4.352,1.11,294.27921,43.719849,13.943,3.849934813114724
8610483,K07068.01,,FALSE POSITIVE,67.36,48.79936881,0.622,8.80873,324550.0,525.0,17.9,1151.6,6170.0,4.472,0.992,285.28397,44.76915,15.05,4.224787858247391
8613446,K07069.01,,CANDIDATE,1.61,1.01485981,0.185,1.65,243.0,1928.0,3274.72,8.4,6158.0,4.453,1.024,286.91599,44.704529,15.572,0.959350221334602
8618226,K07070.01,,FALSE POSITIVE,119.09,5.882036054,1.183,5.16326,238520.0,1114.0,363.01,2168.4,5837.0,4.282,1.187,289.33154,44.772579,13.781,4.788241461672592
8621026,K07071.01,,FALSE POSITIVE,67.38,4.059428737,0.216,5.26926,245220.0,1455.0,1059.83,5461.0,6610.0,4.281,1.33,290.42838,44.787331,13.374,4.2250803842111555
8624860,K07072.01,,CANDIDATE,4.39,15.3902613,0.231,3.431,76.8,1459.0,1069.24,9.4,5649.0,3.282,4.994,291.79575,44.746181,13.808,1.6845453849209058
8625408,K07073.01,,CANDIDATE,30.25,279.036565,1.198,31.92,395.2,323.0,2.58,31.7,6072.0,4.285,1.273,292.01733,44.713268,13.054,3.4420193761824107
8686442,K07074.01,,CANDIDATE,1.49,26.8552365,0.825,2.185,194.2,618.0,34.48,6.7,6045.0,4.494,0.955,290.75494,44.851589,14.958,0.9122827104766162
8690001,K07075.01,,FALSE POSITIVE,101.44,19.35954117,0.328,12.8464,386980.0,942.0,186.12,3590.2,6198.0,3.96,1.567,292.10843,44.846481,14.257,4.629277261331325
8693536,K07076.01,,CANDIDATE,1.28,16.2347636,0.046,4.2,115.5,852.0,124.25,10.7,6478.0,4.371,1.188,293.53033,44.832771,14.299,0.8241754429663494
9597854,K07201.01,,FALSE POSITIVE,0.89,1.287097944,0.382,1.94,106.1,1631.0,1678.58,12.3,5906.0,4.494,0.852,295.59369,46.269711,15.506,0.636576829071551
9602431,K07202.01,,FALSE POSITIVE,0.52,3.5565617,0.262,6.691,68.0,883.0,143.89,10.0,4964.0,4.628,0.633,297.09915,46.243511,15.191,0.41871033485818504
9602538,K07203.01,,FALSE POSITIVE,0.56,3.55646511,0.344,4.72,46.1,1076.0,317.0,7.8,5475.0,4.479,0.818,297.12708,46.282082,14.609,0.44468582126144574
9630640,K07204.01,,FALSE POSITIVE,374.78,3.661895766,2.959,35.6374,35477.0,1708.0,2012.26,291.7,6793.0,4.101,1.589,281.63019,46.321152,13.658,5.9290038657653765
9635520,K07205.01,,CANDIDATE,39.82,2.3518268,1.23,5.797,576.6,1535.0,1313.37,24.5,5445.0,4.14,1.426,284.69968,46.375092,14.106,3.709172157381699
